# ECDICT bc015ed2e24a7abef49fc6dbbb7fe32c1dadaf8b | sha256 1a6947e04785db63613a92e14903cdae7954f7e84860b10e68e5c7cbb3f9c3cf | pack bnc | entries 40470
embark	im'bɑ:k	vi. 乘船，着手，从事，上飞机vt. 使上船，使上飞机，使从事
fifa	'fi:fә	abbr. 国际足球联盟（Federation Internationale de Football Association）
deloitte		n. 德勤（四大会计师事务所之一）
baudelaire		波德莱尔（人名）
vesicle	'vesikl	n. 囊，泡，水疱[化] 小穴
intravenously		adv. 静脉内地，静脉注射地
genotype	'dʒenәtaip	n. 基因型，遗传型[医] 遗传型，基因型
fieldworker	'fi:ld,w\\\\:kә(r)	n. 实地考察工作者
etruscan	i'trʌskәn	a. （意大利中西部古国）伊特鲁里亚的，伊特鲁里亚人的n. 伊特鲁里亚人
contestable	kәn'testәbl	a. 可争的，争论的
bodleian	bɔd'li:әn	n. 牛津大学图书馆a. 牛津大学图书馆的
wickes		n. (Wickes)人名；（英、德）威克斯
sds		abbr. 学生争取民主社会运动（Students for a Democratic Society）
ravenna	rә'venә,rɑ:'vennɑ:	拉文纳[意大利东北部港市]（或译腊万纳）
nicklaus		n. (Nicklaus)人名；（德）尼克劳斯
cas		abbr. 中国科学院（Chinese Academy of Sciences）；计算机技术学会（Computer Arts Society）；控制自动化系统（Control Automatic System）
broderick		布罗德里克（人名）布罗德里克（地名）
turnpike		n. 收税栅，收税路，收税高速公路，公路，大道
speedway	'spi:dwei	n. 汽车（或摩托车）竞赛场，高速公路
parse	pɑ:s	vt. 从语法上分析[计] 分列
merchantable	'mә:tʃәntәbl	a. 可买卖的，有销路的[经] 有销路的，可销售的
lien	'li:әn	n. 留置权，扣押权[医] 脾
jib	dʒib	n. 船首三角帆，铁臂vi. 移转，踌躇不前，停止不动
actionable	'ækʃәnәbl	a. 可提起诉讼的[经] 能起诉的
oakland	'әuklәnd	n. 奥克兰（美国加州西部城市）
carshalton		n. 卡苏顿（位于伦墩郊区）
amazonia		n. 亚马孙古陆，亚马孙流域
abi		abbr. 联合商业情报（Allied Business Intelligence）；英国保险业协会（The Association of British Insurers）；踝肱指数（Ankle Brachial Index）；应用系统二进制接口（application binary interfaces）
ht		[计] 手控终端，处理时间
wallasey	'wɔlәsi	沃拉西[英国英格兰西北部港市]
minsk	minsk	n. 明斯克（白俄罗斯首都）
lindisfarne		林迪斯法恩（Lindisfarne, 地名）
il		[计] 指令表，中间语言，解释语言[医] 钷（61号元素）
tuner	'tju:nә	n. 调音师，调音的人，调节器[电] 调谐器
subordinated	sə'bɔ:dɪneɪtɪd	v. 从属（ subordinate的过去式和过去分词 ）
postoperative	pәust'ɒpәrәtiv	a. 手术后的[医] 手术后的
normalization	.nɒ:mәlai'zeiʃәn	n. 常态化，正常化，正规化[化] 归一化; 正态化; 正火; 正火处理
hegelian	hei'geiliәn	a. 黑格尔的n. 黑格尔派哲学家
darius	dә'raiәs	n. 大流士
costner		科斯特纳（人名）
gendered	'dʒendəd	a. 依照性别而分类的
fullback	'fulbæk	n. 后卫
apostrophe	ә'pɒstrәfi	n. 撇号，呼语法
tynemouth	'tainmauθ	n. 泰恩茅斯（英国英格兰东北部港市）
pinochet		n. (Pinochet)人名；（西）皮诺切特
quarto	'kwɒ:tәu	n. 四开，四开大的书本
preheat	pri:'hi:t	vt. 预热[机] 预热
descriptor	dis'kriptә	[计] 描述符; 描述词; 解说符
cystitis	sis'taitis	n. 膀胱炎[医] 膀胱炎
grice	^rais	仔猪
acc		[计] 累加，累加器，异步通信控制[医] 阳极通电收缩
contralto	kәn'træltәu	n. 女低音，女低音手
loach	lәutʃ	n. 泥鳅
rulebook	'ru:lbjk	n. 规则手册[说明]
breastfeeding	brest'fi:dɪŋ	v. 用母乳喂养，哺乳（ breastfeed的现在分词 ）
bencher	'bentʃә	n. 坐凳子的人，律师协会的主管委员，划手
bremner		n. (Bremner)人名；（法）布雷姆内；（英、德）布雷姆纳
accrual	ә'kru:әl	n. 自然增长，自然增长额[经] 应计额，发生额
rhyl		里尔
celeste	si'lest	n. 天蓝色，风琴的音栓a. 天蓝色的
scrip	skrip	n. 便条，纸条，纸片[经] 股票临时收据，临时凭单，代价券
cantata	kæn'tɑ:tә	n. 康塔塔，大合唱
yd		abbr. 码（yard）
llewelyn		卢埃林（人名）
kc		[计] 千周，千赫[医] 千周
bio	'baiәu	n. 个人简历，小传
mancini		n. 曼奇尼（人名）
joni		n. 乔妮（女子名）
hickson		n. (Hickson)人名；（英）希克森；（西）伊克松；（德、瑞典）希克松
lomax		洛马克斯
burney	'bә:ni	伯尼（姓氏）
rehydration	,ri:hai'dreiʃәn	[医] 再水化[作用], 再水合[作用]
lazuli	'læzjulai	n. (=lapis lazuli)天青石，青金石
blakey		布莱基（英格兰人姓氏）
libby	'libi	n. 莉比（等于Elizabeth, 女子名）
rudy	'ru:di	n. 鲁迪（男子名，Rudolf的昵称）
jurisdictional	.dʒuәris'dikʃәnәl	a. 司法权的，裁决权的，管辖权的[法] 司法权的，裁判权的，管辖权的
fi	fai	[计] 格式标识码，前端处理器接口[化] 场电离
sewell		休厄尔（人名）苏埃尔（地名）
gustave		n. 古斯塔夫（男子名）
mutely	'mju:tli	adv. 无言地，不发声地
enquiringly	ɪn'kwaɪərɪŋlɪ	怀疑地
levelly	ˈlevəli	adv. 水准地，不动心地
distractedly	dis'træktidli	adv. 心烦意乱地
infliction	in'flikʃәn	[法] 处罚，加刑，刑罚
flyweight	'flaiweit	n. 次最轻量级选手
camellia	kә'mi:ljә	n. 山茶花，山茶（树）
bacillus	bә'silәs	n. 杆菌，细菌[医] 芽胞杆菌属，杆菌属
chirac		希拉克（人名）
ccc		[计] 中央通信控制台，通信控制中心[化] 矮壮素
repurchase	ri:'pә:tʃәs	vt. 再买，买回n. 买回
lengthways	'leŋθweiz	adv. 纵向[机] 长，竖
galatian	^ә'leiʃәn	n. （位于小亚细亚中部的古国）迦拉太人a. 迦拉太的，迦拉太人的
firebomb	'faiәbɔm	n. 火焰炸弹（燃烧弹和凝固汽油弹的总称）
fightback	'faitbæk	n. <英>回击，反攻
emitter	i'mitә	n. 发射体，发射极[计] 发射极; 发射器
caseload	'keislәjd	[法] 工作量，承办案件数
trevelyan	tri'viljәn, tri'veljәn	特里维廉（姓氏）
thorburn		n. (Thorburn)人名；（英）索伯恩；（德、瑞典）托尔布恩
butlins		（Butlin 的复数） n. (Butlin)人名；（英）巴特林
btr		回带阅读机（back tape reader）
ridgeway	'ridʒwei	n. 山脊路
hurdler	'hә:dlә	n. 跳栏比赛选手，制造竹篱笆者
fetus	'fi:tәs	n. 胎儿[医] 胎，胎儿
conferencing		[计] 召开会议
lyonnais	liɔ:'ne	n. 里昂（法国东部旧省）
imran		n. 伊姆兰（男子名）
hegarty		赫加蒂（人名）
alessandro		n. 亚历山大（男子名，公司名）；爱丽斯（公司名，产耳机）；阿里桑德罗（男子名）
logbook	'lɒgbuk	n. 航海日志，航空日志，飞机航程表[电] 记录册
irradiated	ɪˈreɪdi:ˌeɪtid	v. 照亮（ irradiate的过去式和过去分词 ）; 使发光; 使生辉; 用X射线等治疗
dill	dil	n. 莳萝，莳萝叶[医] 莳罗
soweto	sɔ:'wetj	索韦托[南非]
newbridge		纽布里奇（英国地名）
lancia		n. 蓝旗亚（意大利产轿车品牌名）
johansson		n. 约翰逊（姓氏）
twat	twæt. twɔt	n. 笨蛋；阴门；[贬]娘们儿
strafe	streif	vt. 猛烈炮轰，惩罚，用机枪扫射，损害n. 猛烈炮轰，机枪扫射，损害
rusk	rʌsk	n. 面包干
fertilized		n. 已受精的
atomistic	.ætәu'mistik	a. 原子的，原子论的
amine	ә'mi:n	n. 胺，卤氮化合物[化] 胺
ubs		abbr. 瑞士联合银行（United Bank of Switzerland）
quinton	'kwintɔn	五弦琴
poitiers	'pwɑ:tjei	n. 普瓦捷（法国西部城市）
pahl		n. (Pahl)人名；（英、德、西、瑞典）帕尔
klee		n. (Klee)人名；（德、西）克莱
denbigh	'denbi	登比（英国威尔士北部城市）；=Denbighshire
cannock		坎诺克
becher	'bi:tʃә	比彻（姓氏）
pathogenic	.pæθә'dʒenik	a. 致病的，成为病原的，病原的[医] 致病的，病原的
goddam	ˈgɒddæm	a. （受）诅咒的，讨厌的
encoding	in'kәudiŋ	[计] 编码
conservator	'kɒnsәveitә	n. 保护者，管理员，管理委员[经] 保护人
alkaloid	'ælkәlɒid	n. 生物碱[化] 生物碱
xiaoping		邓小平
transylvania	,trænsil'veiniә,- njә	n. 特兰西瓦尼亚
soe		abbr. 事件顺序记录（Sequence Of Event）；特殊行动执行局（Special Operations Executive）；索尼在线娱乐公司（Sony Online Entertainment）；国有企业（state-owned enterprises）；特别行动处（Special Operations Executive）
oda		[计] ODA标准，办公文档结构标准
merson		n. (Merson)人名；（德）默松；（法）梅尔松；（英）默森
lanzarote		n. (Lanzarote)人名；（西）兰萨罗特
glencoe		格伦科（地名）
coulter	'kәultә	n. 犁刀
negativity	.negә'tiviti	n. 否定性，消极性
fijian	fi:'dʒi:әn	n. 斐济人，斐济语a. 斐济的
divestment	dai'vestmәnt,di-	n. (=divesfiture) 剥夺，夺取
couture	ku'ty:r	n. 时髦女子服装业
yalta	'jæltә	n. 雅尔塔（前苏联港市）
wedd		韦德（人名）
strang	s'traŋ	n. 斯特朗（姓氏）
saxton	'sækstn	n. 萨克斯顿（姓氏）
landau	'lændɒ:	n. 双排座四轮马车，双排座敞篷轿车
jenkin	'dʒenkin	煤柱中的窄道
galapagos		n. 加拉帕戈斯群岛（厄瓜多尔）
fianna	'fi:ænə	n. 芬尼安运动员；爱尔兰勇士
bosanquet	'bәuznkit	博桑基特（①姓氏 ②Bernard, 1848-1923, 英国哲学家及作家）
pelagic	pe'lædʒik	a. 远洋的，浮游的[医] 海洋的，海栖的
goalscorer	ˈgəʊlskɔ:rə(r)	[体]得分者
konstantin		n. (Konstantin)人名；（丹、希、法、捷、俄、塞、保、德）康斯坦丁
howie	'haji	n. 豪伊 （Howard 的异体）(m.)
grasmere	'^rɑ:smiә(r)	格拉斯米尔（ 英格兰坎布里亚郡格拉斯米尔湖畔一村庄）
eustace	'ju:stәs	n. 尤斯塔斯(m.)
dino	'di:nәu	n. 意大利人，流浪汉
telecoms	'tɛləkə'mjʊnə'keʃənz	电信
pilaster	pi'læstә	n. 壁柱[医] 壁柱
mandolin	'mændәlin	n. 曼陀林（琴）
inelastic	.ini'læstik	a. 无弹性的，无弹力的，无适应性的[医] 无弹性的
immunodeficiency	,imjunәudi'fiʃәnsi	n. 免疫缺陷，免疫缺损
encephalopathy	en,sefә'lɔpәθi	n. 脑病[医] 脑病
colourway	'kʌlәwei	n. <英>色彩设计
vg		abbr. 音频段（Voice Grade）；电压增益（Voltage Gain）；很好（Very Good）；代理监督（Vicar General）
torino	tɔ'ri:nɔ	托里诺[意大利西北部城市]（即都灵）
staunton	'stæntən	n. 斯汤顿（男子名）
plowden		n. (Plowden)人名；（英）普洛登
mir	miә	n. 米尔（沙俄时代的一种村社组织）
maldives	'mɔ:ldaivz, 'mæl-	马尔代夫（群岛）[亚洲岛国]
falk	fɔk	n. 福克（男子名）
courtauld		n. (Courtauld)人名；（英）考陶尔德
braemar	,brei'mɑ:	布雷马（英国苏格兰东北部格兰扁地区的山村，旅游胜地）
blois	blwa	n. 布洛瓦（法国地名）
discipleship	dɪ'saɪplʃɪp	n. 做弟子的身份（期间）
benefice	'benifis	n. 圣职人员的财产，圣俸，有俸圣职
beamish	'bi:miʃ	a. 春风得意的
watney		[人名] 沃特尼
viet	vjet	n. 越南；越南人
stasi	'stæsi:	n. 斯塔西（前民主德国国家安全局）
prokofiev		普罗科菲耶夫（人名）
mendip	'mendip	[地质]内露潜丘，沿海平原小丘
levinson		n. (Levinson)人名；（俄、瑞典）莱温松；（英）莱文森；（法）勒万松
kraft	krɑ:ft	n. 牛皮纸
harborough		[地名] [英国] 哈伯勒
bamford		n. (Bamford)人名；（英、德、芬）班福德
recherche		a. 精选的，罕见的，珍奇的
palaeontologist		古生物学家；化石学家
deprave	di'preiv	vt. 使堕落，使腐败[法] 堕落，腐化，败坏
calcite	'kælsait	n. 方解石[化] 方解石
billeting	ˈbilitɪŋ	v. 给（部队）安排住处（ billet的现在分词 ）
stretford	'stretfәd	斯特雷特福德（英国西北部一城市）
mustafa	'mjstɑ:fɑ:	Kemal 穆斯塔法·基马尔（即 Kemal Atatürk）
mina	'mainә	n. 迈纳（古希腊单位）
jacklin		杰克林
remix	ri:'miks	vt. 使再混合；再搅拌；重新合成（乐曲等）
hiya	'haijә	int. 你好!
covalent	kәu'veilәnt	a. 共有原子价的，共价的
aught	ɒ:t	n. 任何事物，零
zia		n. 齐娅（女子名）
wallington		n. (Wallington)人名；（英）沃林顿
rockwell	'rɒk,wel	n. 罗克韦尔（美国公司）；洛克威尔（姓氏）
upwind	'ʌp'wind	a. 迎风的，顶风的adv. 迎风地，顶风地
terre		abbr. Trans-Europe Railroad Express 横贯欧洲铁路特别快车
scouse	skaus	n. （海员常吃的）炖杂烩（肉和蔬菜和饼干等混成的炖菜）
homophobic	,hɔmə'fəubik	a. 害怕同性恋的
decoder	di:'kәudә	n. 译电员，译码器[计] 译码器
calvinism	'kælvinizm	n. 加尔文主义
bilingualism		n. 使用两种语言
adopter		[法] 领养人，收养人，采用者
woodhead		n. (Woodhead)人名；（英）伍德黑德
valdez	væl'di:z	瓦尔迪兹[美国阿拉斯加州南部港市]
farquharson		n. (Farquharson)人名；（英）法夸尔森
daf		[计] 目的地址字段
valance	'vælәns	n. 短帷幔，窗帘上端的短幔
staffer	'stɑ:fә	n. （一名）职员（尤指编辑或记者）
oy	ɔi	abbr. 橙黄色（Orange Yellow）
onstage	'ɔn'steidʒ	adv. 在前台a. 在前台的
infective	in'fektiv	a. 有传染性的，易传染的[医] 传染性的，感染性的
guillemot	'gilimɒt	n. 海鸟，海鸠
tilly	'tili	n. 蒂莉（Mathilda 的昵称，亦作 Tillie）(f.)
rollins		n. (Rollins)人名；（英、意）罗林斯
rolfe		罗尔夫（英格兰人姓氏）
maldon		n. (Maldon)人名；（英）马尔登莫尔登
lazio	'lɑ:tsiәj	拉齐奥区[意大利行政区名]
kell		n. 凯尔（人名）
eldon		埃尔登（人名）
thoracic	θɒ:'ræsik	a. 胸的[医] 胸的，胸廓的
cranberry	'krænbәri	n. 越橘
carcinogen	kɑ:'sinәdʒәn	n. 致癌物质[化] 致癌物
arpeggio	ɑ:'pedʒiәu	n. 琶音
tyrrell		n. (Tyrrell)人名；（英）蒂勒尔
qatar	'kɑ:tәr	n. 卡塔尔
mahler	'malər	n. 马勒（奥地利音乐家）
islamabad	is'lɑ:mәbɑ:d	伊斯兰堡（巴基斯坦首都）
htv		abbr. 高空试验飞行器（High-altitude Test Vehicle）；高温硫化混炼硅橡胶（High Temperature Vulcanizing）；混合动力试验车（Hybrid Test Vehicle）；高压伏特计（High-Tension Voltmeter）；自动寻的试验飞行器（Homing Test Vehicle）
hd		[计] 层次相关性，高密度
cato	'keitәu	加图（①姓氏 ②Marcus Porcius, 前234-前149, 罗马政治家，将军，称为“老加图” ③Marcus Porcius, 前95-前46, 罗马斯多噶派 哲学家，政治家，老加图的曾孙，称为“小加图”）
sandalwood	'sændlwud	n. 檀香木，棕色，檀香木色[医] 檀木，檀香
chianti	ki'ænti	n. 基安蒂红葡萄酒（产于意大利）
beneficially		adv. 受益地；获利地；有使用权地
mcculloch		n. (McCulloch)人名；（英）麦卡洛克
hamnett		n. (Hamnett)人名；（英）哈姆内特
fao	faj	（联合国）粮食及农业组织
wynn		n. 永利（酒店名）
rachmaninov		拉赫曼尼诺夫（俄裔作曲家）
mccullough		麦卡洛（人名）麦卡洛（地名）
ellison		n. 艾里森（英国一家传感器公司）；埃里森（小说中虚构的黑人干探）；埃里森（甲骨文公司的首席执行官）
tomography	tә'mɒgrәfi	n. X线断层摄影术[医] X线体层照相术，X线断层照相术
sandpiper	'sændpaipә	n. 鹬
installer		n. 安装者
diode	'daiәud	n. 二极管[化] 二极管
decompression	,di:kәm'preʃәn	[计] 降压，解除压缩，脱压缩[化] 减压
rao		abbr. 右前斜位（right anterior oblique）
quintin	'kwintn	n. 昆廷（男子名）
piero		n. 皮耶罗（男子名）
nelly	'neli	n. 内丽（女子名，等于Eleanor, Ellen, Helen）
buccleuch		n. (Buccleuch)人名；（英）巴克卢
gaullist	'^ɔ:list	n. 戴高乐主义者，（第二次世界大战中法国的） 反纳粹德国占领运动的支持者
debug	di:'bʌg	vt. 除错，改正有毛病部分，除去窃听器，调试[计] 调试; DOS外部命令:其功能是对命令文件或执行文件进行调试或测试也可用于编写小的命令文件
valle		n. 威莱（公司名）；巴列（人名）；（意）山谷
thame		泰姆（人名）泰姆市（地名）
shostakovich		肖斯塔科维奇（人名）
dreadnought		n. 厚呢大衣
vr		abbr. 虚拟现实（virtual reality）
loftus		洛夫特斯（人名）
leominster		n. (Leominster)人名；（英）莱姆斯特
larne		n. (Larne)人名；（芬）拉尔内
cutler	'kʌtlә	n. 刀匠，刀剪商
viscose	'viskәus	n. 粘胶，纤维胶[医] 粘的，粘胶的，粘胶丝
sophocles	'sɔfəkli:z	n. 索福克勒斯（古希腊悲剧诗人）
porta	'pɔ:tә	[医] 门，室间孔
hoo	hu:	int. 呼！（表示高兴，轻蔑，赞同，激动等）
interlocutory	.intә'lɒkjutәri	a. 对话的，插话的，中间的[法] 对话的，临时的，非最后的
carolingian	kærә'lindʒiәn	a. 卡洛林王朝的n. 卡洛林王朝的帝王
eugenie		尤金妮娅（人名）
cortes	'kɔ:tes, -tez	n. 议会，国会
silvio		西尔维奥
gravitation	.grævi'teiʃәn	n. 引力，重力，沉下[化] 引力
freiburg	'fraibə:ɡ	n. 弗莱堡（德国城市名）
colbert		n. 科尔伯特（人名）科尔伯特（地名，在美国）
clancy		克兰西（人名）
cushioning		[机] 缓冲剂
rayleigh	'reili	n. 瑞利（姓氏）；雷利（极光和夜天光的发光强度的单位）
waterlily	ˈwɔt:təˌlɪlɪ	睡莲，荷花
norseman	'nɒ:smәn	n. 古斯堪的纳维亚人
nematode	'nemәtәud	n. 线虫a. 线虫纲的
mcinnes		n. (McInnes)人名；（英）麦金尼斯
pollination	.pɒli'neiʃәn	n. 授粉[医] 授粉[作用], 传粉[作用]
marlin	'mɑ:lin	n. 枪鱼
darcy	'dɑ:si	达西（多孔介质渗透力单位）
volga	'vɔl^ә	伏尔加河[苏联西部]（欧洲第一大河）
beowulf		n. 贝奥武夫（有记载的最早的一部英国文学作品）
defamatory	di'fæmәtәri	a. 破坏名誉的，诽谤的[法] 破坏名誉的，诽谤的，中伤的
waddell		沃德尔（人名）
gilly	'^ili:	n. 侍从，男仆
hindley	'haindli, 'hindli	欣德利（姓氏）
hayek		n. (Hayek)人名；（捷）哈耶克；（英）海克；（阿拉伯）哈耶克哈耶克
crofting	k'rɒftɪŋ	n. 小农场租期，日光漂白
montparnasse	mɔnt'pɑ:nəsi	n. 蒙帕纳斯（巴黎塞纳河左岸的区）
codling	'kɒdliŋ	n. 未熟的小苹果，幼鳕
merlyn		n. (Merlyn)人名；（英）默林
coolie	'ku:li	n. 苦力，小工
barrymore	'bærimɔ:	n. 巴里摩尔（姓氏）
grangemouth		n. 格兰杰默斯（苏格兰一港口）
indexation	,indek'seiʃәn	[经] 指数化
